MatchID,Season,MatchWeek,Date,Time,HomeTeam,AwayTeam,FullTimeHomeTeamGoals,FullTimeAwayTeamGoals,FullTimeResult,HalfTimeHomeTeamGoals,HalfTimeAwayTeamGoals,HalfTimeResult,Referee,HomeTeamShots,AwayTeamShots,HomeTeamShotsOnTarget,AwayTeamShotsOnTarget,HomeTeamCorners,AwayTeamCorners,HomeTeamFouls,AwayTeamFouls,HomeTeamYellowCards,AwayTeamYellowCards,HomeTeamRedCards,AwayTeamRedCards,B365HomeTeam,B365Draw,B365AwayTeam,B365Over2.5Goals,B365Under2.5Goals,MarketMaxHomeTeam,MarketMaxDraw,MarketMaxAwayTeam,MarketAvgHomeTeam,MarketAvgDraw,MarketAvgAwayTeam,MarketMaxOver2.5Goals,MarketMaxUnder2.5Goals,MarketAvgOver2.5Goals,MarketAvgUnder2.5Goals,HomeTeamPoints,AwayTeamPoints
2024-2025_Arsenal_Bournemouth,2024-2025,35,5/3/2025,17:30,Arsenal,Bournemouth,,,,,,,J Gillett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Brentford_Man United,2024-2025,35,5/4/2025,14:00,Brentford,Man United,,,,,,,A Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Brighton_Newcastle,2024-2025,35,5/4/2025,14:00,Brighton,Newcastle,,,,,,,C Pawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_West Ham_Tottenham,2024-2025,35,5/4/2025,14:00,West Ham,Tottenham,,,,,,,M Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Chelsea_Liverpool,2024-2025,35,5/4/2025,16:30,Chelsea,Liverpool,,,,,,,S Hooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Crystal Palace_Nott'm Forest,2024-2025,35,5/5/2025,20:00,Crystal Palace,Nott'm Forest,,,,,,,A Madley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Fulham_Everton,2024-2025,36,5/10/2025,15:00,Fulham,Everton,,,,,,,M Salisbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Ipswich_Brentford,2024-2025,36,5/10/2025,15:00,Ipswich,Brentford,,,,,,,S Barrott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Southampton_Man City,2024-2025,36,5/10/2025,15:00,Southampton,Man City,,,,,,,T Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Wolves_Brighton,2024-2025,36,5/10/2025,15:00,Wolves,Brighton,,,,,,,M Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Bournemouth_Aston Villa,2024-2025,36,5/10/2025,17:30,Bournemouth,Aston Villa,,,,,,,S Attwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Newcastle_Chelsea,2024-2025,36,5/11/2025,12:00,Newcastle,Chelsea,,,,,,,J Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Man United_West Ham,2024-2025,36,5/11/2025,14:15,Man United,West Ham,,,,,,,J Gillett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Nott'm Forest_Leicester,2024-2025,36,5/11/2025,14:15,Nott'm Forest,Leicester,,,,,,,T Harrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Tottenham_Crystal Palace,2024-2025,36,5/11/2025,14:15,Tottenham,Crystal Palace,,,,,,,C Kavanagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Liverpool_Arsenal,2024-2025,36,5/11/2025,16:30,Liverpool,Arsenal,,,,,,,A Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Aston Villa_Tottenham,2024-2025,37,5/16/2025,19:30,Aston Villa,Tottenham,,,,,,,P Bankes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Chelsea_Man United,2024-2025,37,5/16/2025,20:15,Chelsea,Man United,,,,,,,C Kavanagh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Everton_Southampton,2024-2025,37,5/18/2025,12:00,Everton,Southampton,,,,,,,M Oliver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_West Ham_Nott'm Forest,2024-2025,37,5/18/2025,14:15,West Ham,Nott'm Forest,,,,,,,S Barrott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Brentford_Fulham,2024-2025,37,5/18/2025,15:00,Brentford,Fulham,,,,,,,J Gillett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Leicester_Ipswich,2024-2025,37,5/18/2025,15:00,Leicester,Ipswich,,,,,,,A Kitchen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Arsenal_Newcastle,2024-2025,37,5/18/2025,16:30,Arsenal,Newcastle,,,,,,,S Hooper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Brighton_Liverpool,2024-2025,37,5/19/2025,20:00,Brighton,Liverpool,,,,,,,J Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Crystal Palace_Wolves,2024-2025,37,5/20/2025,20:00,Crystal Palace,Wolves,,,,,,,D Webb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Man City_Bournemouth,2024-2025,37,5/20/2025,20:00,Man City,Bournemouth,,,,,,,T Bramall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Bournemouth_Leicester,2024-2025,38,5/25/2025,16:00,Bournemouth,Leicester,,,,,,,L Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Fulham_Man City,2024-2025,38,5/25/2025,16:00,Fulham,Man City,,,,,,,A Madley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Ipswich_West Ham,2024-2025,38,5/25/2025,16:00,Ipswich,West Ham,,,,,,,T Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Liverpool_Crystal Palace,2024-2025,38,5/25/2025,16:00,Liverpool,Crystal Palace,,,,,,,D England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Man United_Aston Villa,2024-2025,38,5/25/2025,16:00,Man United,Aston Villa,,,,,,,T Bramall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Newcastle_Everton,2024-2025,38,5/25/2025,16:00,Newcastle,Everton,,,,,,,T Harrington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Nott'm Forest_Chelsea,2024-2025,38,5/25/2025,16:00,Nott'm Forest,Chelsea,,,,,,,A Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Southampton_Arsenal,2024-2025,38,5/25/2025,16:00,Southampton,Arsenal,,,,,,,D Bond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Tottenham_Brighton,2024-2025,38,5/25/2025,16:00,Tottenham,Brighton,,,,,,,R Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-2025_Wolves_Brentford,2024-2025,38,5/25/2025,16:00,Wolves,Brentford,,,,,,,C Pawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
